finales,n,f
torturador,n,f
escuchar a escondidas,v,-
dar la vuelta,v,-
tocar el clarín,v,-
abandonar,v,-
azida,n,f
bajeza,n,f
bailar disco,v,-
variar,v,-
irreal,adj,-
extenderse,v,-
apteryx,n,f
señoría,n,f
carraca,n,f
cubrir de tablillas,v,-
rosa salmón,n,f
cuelgue,n,f
magnum opus,n,f
súcubo,n,f
rondar,v,-
exigir,v,-
amainar,v,-
evaluar,v,-
pala,n,f
señorío,n,f
tragicomedia,n,f
whiskey irlandés,n,f
husmear,v,-
monorraíl,n,f
mandala,n,f
palurdo,n,f
invalidar,v,-
input,n,f
quitar las colgaduras,v,-
desmoralizar,v,-
peonaje,n,f
exoftalmia,n,f
cafeinomanía,n,f
palo,n,f
patológicamente,adv,-
Robert Herrick,n,f
familia Crocodylidae,n,f
Quiscalus,n,f
alegre,adj,-
felicitarse,v,-
amenazar,v,-
hándicap,n,f
lento,adj,-
velozmente,v,-
Edmond Malone,n,f
conductista,n,f
Luigi Pirandello,n,f
porfa,?,-
febrero,n,m
garantizar,v,-
lente,n,f
propanal,n,f
viaje pesado,n,f
Lampropeltis,n,f
pasar,v,-
ensimismarse,v,-
nefrolitiasis,n,f
echar a perder,v,-
confidente,n,f
FHLMC,n,f
mucho pedir,n,f
piper methysticum,n,f
confidenta,n,f
abogado,n,m
picada de abeja,n,f
engordar,v,-
rutinario,adj,-
unidad monetaria costarricense,n,f
Crangonidae,n,f
profético,adj,-
aliyá,n,f
kobus ellipsiprymnus,n,f
familia Argasidae,n,f
completar,v,-
demerara,n,f
pandanus tectorius,n,f
abogada,n,f
ganga,n,f
declarar,v,-
precisión,n,f
meiosis,n,f
matanza,n,f
descontrol,n,f
pago,n,f
hemisferio cerebelar,n,f
test,n,f
prevalecer,v,-
teta,n,f
género Cestum,n,f
singapur,n,m
propio,adj,-
Lasiocampidae,n,f
países,?,-
paga,n,f
amarillez,n,f
hacer trampa,v,-
Beau Brummell,n,f
ileso,adj,-
vena labialis,n,f
broiler,n,f
radioclorina,n,f
John McGraw,n,f
bambara,?,-
lurcher,n,f
endometritis,n,f
Prokofiev,n,f
agarrada,n,f
llave inglesa,n,f
pigmento,n,f
río Zambezi,n,f
de baja cuna,adj,-
cerdo gruñón,n,f
conífera,n,f
género anfibio,n,f
apto,adj,-
muslera,n,f
slivovitz,n,f
revuelo,n,f
Jean Giraudoux,n,f
Gran Cordillera Divisoria,n,f
eparquía,n,f
rocío,n,f
Tarkovsky,n,f
orden Embiodea,n,f
Georg Philipp Telemann,n,f
género Mobula,n,f
Gottlieb Daimler,n,f
Bell,n,f
Sinclair Lewis,n,f
género,n,m
mirada de soslayo,n,f
postmoderno,adj,-
lo mismo que,adv,-
rendir culto,v,-
parásito,n,f
unidad monetaria cubana,n,f
confesor,n,f
pianismo,n,f
porro,n,m
Washington D.C.,n,f
género sebastiana,n,f
silla de baño,n,f
lejía,n,f
ileon,n,f
Círculo de Bloomsbury,n,f
nanosegundo,n,f
recuperación,n,f
género Capra,n,f
exoftalmos,n,f
ucraniano,n,m
género sapindus,n,f
deudor,n,f
claraboya,n,f
oficina gremial,n,f
paje,v,-
derecho de autodeterminación,n,f
paja,n,f
desinteresadamente,adv,-
basenji,n,f
teología,n,f
escalofríos,n,f
conjuntival,adj,-
chicota,n,f
San Salvador,n,f
por dos,adv,-
magma,n,m
acetábulo,n,f
compañera,n,f
salsa Louis,n,f
alfabetización,n,f
género dipsacus,n,f
radiológico,adj,-
ganar,v,-
antiguedades,n,f
lúgubremente,adv,-
hacer formas aserradas,v,-
género Macrotus,n,f
accidente,n,f
pensador,n,f
astrofísica,?,-
rima doble,n,f
desagradable,adj,-
homologar,v,-
génro Scorpaena,n,f
familia Diomedeidae,n,f
trofozoíto,n,f
avería del equipo,n,f
gobernador general,n,f
género Atrichornis,n,f
Gentleman Jim,n,f
sodoku,n,f
centro de salud,n,f
caricaturizar,v,-
recompensa al mérito,n,f
salmonella,n,f
brillante,adj,-
crédito automotriz,n,f
género Pipilo,n,f
alita,n,f
Bolsa de NY,n,f
pinus radiata,n,f
valium de gato,n,f
coleta,n,f
género Glossina,n,f
letonia,n,f
proteína de plasma,n,f
nefritis,n,f
frigorífico,n,m
diafonía,n,f
escarnio,n,f
error,n,f
C. psittaci,n,f
craneométrico,adj,-
hemisferio sur,n,f
geminada,n,f
poliéster,n,f
cachivaches,n,f
Rupert Brooke,n,f
pichula,n,f
tera,n,f
John Wycliffe,n,f
Frederick Law Olmsted,n,f
caja de cerillas,n,f
asco,n,f
bullir,v,-
asca,n,f
mifepristona,n,f
test Stanford-Binet,n,f
entidad de crédito,n,f
Dean Gooderham Acheson,n,f
aféresis,n,f
fisgoneo,n,f
pomatomidae,n,f
marina mercante,n,f
como solemos decir,adv,-
Robert Jemison Van de Graaf,n,f
comic,n,f
Hart,n,f
mago,n,f
cusumbes,n,f
magh,n,f
palma,n,f
Loretta Young,n,f
John Joseph McGraw,n,f
familia Lutjanidae,n,f
septal,adj,-
Papa Doc,n,f
página web,n,f
polea de tensión,n,f
Edad de Piedra,n,f
Facultad de Antropología,n,f
monstruosidad,n,f
rueda loca,n,f
hincharse,v,-
pelearse,v,-
navegación de estima,n,f
Hystricidae,n,f
desbrozar,v,-
Casimir Funk,n,f
motorizar,v,-
Jean-Philippe Rameau,n,f
Henry Purcell,n,f
aseo,n,f
palio,n,f
amanecer,n,f
Stone,n,f
denunciar,v,-
República Checa,n,f
experimento,n,f
Carl Lewis,n,f
operación monádica,n,f
Ambrose Gwinett Bierce,n,f
Congridae,n,f
serialismo,n,f
desbridamiento,n,f
guardapelo,n,f
kumis,n,f
solaz,n,f
cardo cundidor,n,f
Arcellidae,n,f
solar,adj,-
seaborgio,n,m
capsella,n,f
insecta,n,f
género acalypha,n,f
servidor,n,f
peligroso,adj,-
Sun Yat-sen,n,f
gallina madre,n,f
majar,v,-
Chauna,n,f
insecto,n,m
abelmoschus esculentus,n,f
vesiculación,n,f
caluroso,adj,-
aguijón,n,f
regaño,n,f
George Bernard Shaw,n,f
estabilizarse,v,-
eslovenia,n,f
suborden Otides,n,f
sin drenar,adj,-
Edward Kennedy Ellington,n,f
mormones,n,f
cerebro,n,m
arteria temporalis anterior,n,f
desnazificación,n,f
citrange,n,f
triestearina,n,f
Henri Matisse,n,f
parranda,n,f
estenografía,n,f
pálido,adj,-
frivolidad,n,f
abjuración,n,f
gluma,n,f
familia Pipridae,n,f
vishnú,?,-
género Naja,n,f
amonestador,n,f
género Kobus,n,f
mientes,n,f
Shakesperiano,adj,-
cuate,n,m
espolear,v,-
inglesa,n,f
enzima,n,f
diminuto,adj,-
Elli,n,f
vivir,v,-
músculo posterior serrato,n,f
Warren Earl Burger,n,f
Servicio de Parques Naturales,n,f
perineal,adj,-
codificar,v,-
no deseado,adj,-
soutien,n,m
Mary Baker Eddy,n,f
retirarse dignamente,v,-
asir,v,-
acrecentamiento,n,f
Cottidae,n,f
20 de enero,n,f
Suricata,n,f
Sus,n,f
administrador de hotel,n,f
arbitrar,v,-
termodinámica,n,f
poner ramplón,v,-
fuerzas marítimas,n,f
ulitis,n,f
asia,n,f
Ursus Arctos Syriacus,n,f
anillo,n,m
aferesis,n,f
género Eacles,n,f
pacto,n,f
pestaña,n,f
cartucho,n,m
desdoblar,v,-
irreverencia,n,f
isomerizar,v,-
tipográficamente,adv,-
de autor,adj,-
mampostería,n,f
Vírgen María,n,f
archivo de salida,n,f
clementina,n,f
incondicionalmente,adv,-
depauperar,v,-
Eau Claire,n,f
hacer venir,v,-
aguijoneo,n,f
chisporroteo,n,f
al menos,adv,-
Wilde,n,f
Indicatoridae,n,f
género fagus,n,f
coche de caballos,n,f
ebullición,n,f
consomé,n,f
Benjamin Thompson,n,f
instrumento musical,n,f
plataforma,n,f
palco,n,f
nemophila,n,f
hojalatero,n,f
alguna parte,n,f
desear,v,-
género Leipoa,n,f
Polyodon,n,f
epidemia,n,f
estrato germinativo,n,f
tengo,?,-
zumo de uva,n,f
Florenz Ziegfeld,n,f
polluelo,n,f
plexo solar,n,f
suspense,n,f
tonada,n,f
Canidae,n,f
mitzvah,n,f
aventurarse,v,-
Testigos de Jehová,n,f
andesita,n,f
género Carcharhinus,n,f
familia Characinidae,n,f
Neotoma,n,f
célebre,adj,-
fomento,n,f
bolivia,?,-
deutzia,n,f
sobradamente,adv,-
buscona,n,f
Arctictis,n,f
xantoma,n,f
para abreviar,adv,-
rheum rhabarbarum,n,f
unidad monetaria georgiana,n,f
pesadilla,n,f
perpendicularidad,n,f
Hals,n,f
ligamento,n,f
pteris serrulata,n,f
báltico,adj,-
agitprop,n,f
unidad monetaria bangladesí,n,f
almidones,n,f
Rosetta Stone,n,f
máquina lavavajilla,n,f
bacterias,n,f
Marcel Marceau,n,f
tres en línea,n,f
agriar,v,-
nawab,n,f
UCP,n,f
Tao,n,f
garceta común,n,f
recto inferior,n,f
reposo,n,f
holandés,n,f
defenderse,v,-
nicolás,?,-
deuteromycetes,n,f
veneración de demonios,n,f
tener,v,-
Erithacus svecicus,n,f
oryx gazella,n,f
ASCII,n,f
contumacia,n,f
inquietud,n,f
revisor,n,f
Anhimidae,n,f
Hale,n,f
Fuego,n,f
contrato de arrendamiento,n,f
asno,n,m
Doppler,n,f
Pearl Mae Bailey,n,f
grajilla,n,f
cable telegráfica,n,f
anfiteatral,adj,-
sopapa,n,f
Toro Sentado,n,f
cortesía,n,f
Venus,n,f
recortar,v,-
inervar,v,-
hipnóticamente,adv,-
prurito vulvar,n,f
oftalmología,n,f
agarrotar,v,-
convertidor electrónico,n,f
aducir,v,-
Thysanoptera,n,f
Mickey Finn,n,f
Corazones,n,f
familia Dactyloscopidae,n,f
hiperlipidosis,n,f
iluminación indirecta,n,f
avestruz,n,m
conospermum,n,f
echovirus,n,f
havasupai,n,f
Nerodia,n,f
acordeón,n,m
vibrar,v,-
madraza,n,f
Cyanocitta,n,f
quedar pasmado,v,-
presentimiento,n,f
conservador,adj,-
Gustav Hertz,n,f
Universidad de Harvard,n,f
caelifera,n,f
unidad monetaria ugandesa,n,f
macg,n,f
sobreimpresión,n,f
Edward Gibbon,n,f
étnicamente,adv,-
pérdida de memoria,n,f
Denis Diderot,n,f
WASP,n,f
malandrín,n,f
frambuesa,n,f
mebendazol,n,f
sinsonte azul,n,f
incorporarse,v,-
algométrico,adj,-
alear,v,-
David Smith,n,f
Phyllidae,n,f
encabritarse,v,-
género Synercus,n,f
escalada oblicua,n,f
pretoriano,adj,-
acantonar,v,-
Sarvepalli Radhakrishnan,n,f
en cualquier momento,adv,-
suspenso,n,f
crema catalana,n,f
almidonar,v,-
saquinavir,n,f
preferencia,n,f
Iris Murdoch,n,f
género peziza,n,f
sin alfombrar,adj,-
familia Arctiidae,n,f
disgustar,v,-
animales,n,f
extraer sangre,v,-
guardia de prisión,n,f
oclusión,n,f
Nautilidae,n,f
Gandhi,n,f
pena capital,n,f
prima donna,n,f
tenaz,adj,-
Dendrocolaptidae,n,f
punzón,n,f
polvos de talco,n,f
primer,v,-
encargado,n,f
proclamar,v,-
microchiroptera,n,f
copiosamente,adv,-
farol,n,f
escrutinio,n,f
aumentar de fase,v,-
evidencia directa,n,f
inductor,n,f
petalo,n,f
desbloquear,v,-
grado de reacción,n,f
exilio,n,f
Seiurus,n,f
transcribir,v,-
Antonio Vivaldi,n,f
basuco,n,f
Elwyn Brooks White,n,f
TLC,n,f
interpolación,n,f
fúnebre,adj,-
unidad monetaria yemenita,n,f
formalizar,v,-
halcón,n,m
carpeta,n,f
risa sardónica,n,f
detener,v,-
vénula,n,f
opulencia,n,f
querella,n,f
unidad angular,n,f
insecto coreido,n,f
ozonar,v,-
mediatorio,adj,-
unidad monetaria china,n,f
Samuel Johnson,n,f
absorber,v,-
proscripción,n,f
coasegurar,v,-
abigeato,n,f
género Hydromys,n,f
copalma,n,f
ceremoniero,adj,-
vengar,v,-
Cumbria,n,f
pelota vasca,n,f
poción,n,f
naturaleza,n,f
pythium,n,f
ilegalizar,v,-
apoderamiento,n,f
bastantes posibilidades,n,f
copo de algodón,n,f
desmoronarse,v,-
índice,n,m
cartel,n,f
tutería,n,f
género Saiga,n,f
acris gryllus,n,f
tener en cuenta,v,-
alcaucil,n,m
índico,n,f
agonista,n,f
a lo sumo,adv,-
mata,n,f
sondear,v,-
mate,n,f
Henry Laurens,n,f
amarrar,v,-
federalista,n,f
recursión,n,f
espadachín,n,f
enrevesar,v,-
demonstración,n,f
famoso,adj,-
enfatizar,v,-
corriente de aire,v,-
Joseph John Thomson,n,f
farsi,n,f
Myaceae,n,f
rinoscopio,n,f
sannup,n,f
farsa,n,f
sacar partido,v,-
admirabilidad,n,f
andar en motonieve,v,-
dermatoglífica,n,f
apología,n,f
tontear,v,-
placer,n,m
médula,n,f
estructura de datos,n,f
error algorítmico,n,f
voltear los pulgares,v,-
Orchestiidae,n,f
dermatoglífico,n,f
estratocracia,n,f
familia Cotingidae,n,f
stroke play,n,f
género Gobio,n,f
otorgar,v,-
guardarropa,n,f
asistencia,n,f
mazo,n,f
endospora,n,f
adoctrinamiento,n,f
capote,n,f
rinoceronte,n,m
legal,adj,-
nube altostratus,n,f
de forma variopinta,adv,-
mercadería,n,f
legar,v,-
abasia,n,f
Puente Golden Gate,n,f
entrenador de hockey,n,f
clima subtropical,n,f
buenos días,n,f
maza,n,f
vater,n,f
saturación,n,f
administrativo,adj,-
idealización,n,f
perenne,adj,-
Strepera,n,f
diptonguizar,v,-
agropyron intermedium,n,f
mayo,n,m
familia Pittidae,n,f
bellota,n,f
Rupicapra,n,f
género agastache,n,f
Capitonidae,n,f
antilope,n,f
tenis,n,f
cobaya,n,f
carpelo,n,f
tanacetum vulgare,n,f
familia Apidae,n,f
golpe de estado,n,f
bidens tripartita,n,f
capillero,n,f
órden poligonales,n,f
familia Teredinidae,n,f
regenerado,adj,-
preanal,adj,-
facilidad,n,f
venas interlobulillares,n,f
Alphonse Bertillon,n,f
ciframiento,n,f
pase completo,n,f
pisada,n,f
Corazón Púrpura,n,f
viña,n,f
ballerina,n,f
maya,n,f
tarjeta,n,f
pimientos rellenos,n,f
cara a cara,adv,-
solos,adj,-
aparentemente,adv,-
báscula-puente,n,f
gnóstico,n,f
Agnus Dei,n,f
transparente,adj,-
denuncia,n,f
ricketsias,n,f
apareado,adj,-
irregularidad,n,f
esterilizado,adj,-
Hyperoodon,n,f
altocúmulos,n,f
Soma,n,f
tapicería,n,f
azuela,n,f
hidrato,n,m
Sri,n,f
decantación,n,f
céntimo,n,f
residente,n,f
sagrario,n,f
Mauna Loa,n,f
inquietar,v,-
moderador,adj,-
primor,n,f
incomprimible,adj,-
momento decisivo,n,f
género Crax,n,f
konqueror,n,f
vasodilatación,n,f
revisar,v,-
tubería de vapor,n,f
Labyrinthodont,n,f
marimacho,n,f
persona odiada,n,f
teniente general,n,f
subclase Lepidosauria,n,f
Haemoproteus,n,f
rescate,n,f
familia Dermestidae,n,f
petate,n,f
centellas,n,f
género Procellaria,n,f
orden Mycoplasmatales,n,f
sistema nervioso central,n,f
champán,n,f
Tashmitum,n,f
Spheniscus,n,f
orden Spatangoida,n,f
piorrea,n,f
aguamarina,n,f
mano,n,f
dirección,n,f
Sigmund Romberg,n,f
palacio Anasazi,n,f
mama,n,f
familia Orectolobidae,n,f
trachipteridae,n,f
carcajada,n,f
clematis lasiantha,n,f
trapezoidal,adj,-
género Aspis,n,f
piloto de combate,n,f
Fuerza Aérea de los Estados Unidos,n,f
Loriinae,n,f
Iglesia Ortodoxa,n,f
Andreas Vesalius,n,f
Mary Harris Jones,n,f
Monumento a Lincoln,n,f
gluon,n,f
golpetear,v,-
epífora,n,f
aquicultural,adj,-
víctima propiciatoria,n,f
Fort Ticonderoga,n,f
sestear,v,-
megatonelada,n,f
Conde Mauricio Maeterlinck,n,f
cuórum,n,f
bravear,v,-
eficaz,adj,-
poco reservado,adj,-
tejón,n,m
familia Macropodidae,n,f
género Pedionomus,n,f
mármol,n,f
kedgeree,n,f
abasto,n,f
malo,adj,-
perestroika,n,f
onagro,n,f
errante,adj,-
género Crex,n,f
atar,v,-
masa,n,f
suavizar,v,-
tripalmitina,n,f
resbalar,v,-
cinolebia,n,f
pábilo,n,f
metadato,n,f
tubular,adj,-
Armadillidiidae,n,f
experimentalismo,n,f
pian,n,f
trazar provisoriamente,v,-
de Huxley,adj,-
en términos sexuales,adv,-
Calvert Vaux,n,f
lluvia de ideas,n,f
atharva-veda,n,f
dilapidar,v,-
orden Radiolaria,n,f
indicativo,adj,-
Reino de Bután,n,f
maná,n,f
tenue,adj,-
Jansen,n,f
prestigioso,adj,-
mara,n,f
género carthamus,n,f
reconfortar,v,-
fimosis,n,f
megamuerte,n,f
cola de caballo,n,f
comer,v,-
cortarse,v,-
forzado,adj,-
familia Geometridae,n,f
soler,v,-
desalentador,adj,-
Sorex,n,f
sin recortar,adj,-
albóndiga,n,f
maní,n,m
Celebrex,n,f
de humilde cuna,adj,-
Cuerpo de Marines de EEUU,n,f
Alauda,n,f
extravagancia,n,f
irreflexión,n,f
hepatoma,n,f
filosófico,adj,-
Thomas Willis,n,f
mitología,n,f
predecesor,n,f
tuza del sureste,n,f
comba,n,f
jaque mate,n,f
Hans Bethe,n,f
Emberizidae,n,f
Pterocles,n,f
mamá,n,f
flapper,n,f
pudor,n,f
primus,n,f
venidero,adj,-
Pete Seeger,n,f
Robert Boyle,n,f
familia Siluridae,n,f
nota amarga,n,f
oreja,n,f
máquina,n,m
oasis,n,f
thiosulfil,n,f
Pearl Harbor,n,f
Delaware,n,f
knish,n,f
mapa,n,m
costillar asado,n,f
prostituirse,v,-
alfabeto manual,n,f
nifedipina,n,f
sensacional,adj,-
arteria temporal intermedia,n,f
tenso,adj,-
mitógeno,n,f
agárico,n,f
periodista de televisión,n,f
sobrenatural,adj,-
semi-tuberoso,adj,-
placa de ateroma,n,f
nom de plume,n,f
Pittidae,n,f
modernidad,n,f
arce,n,m
menor,adj,-
streptocarpus,n,f
leche cuajada,n,f
mapache cangrejero,n,f
veneno,n,m
vichyssoise,n,f
encantado,adj,-
proteccionista,adj,-
fibra medulada,n,f
Departamento de Incendios,n,f
aria corta,n,f
extranjera,n,f
visita,n,f
armario para abrigos,n,f
arco,n,m
extranjero,adj,-
comprtarse,v,-
linfadenitis,n,f
cum laude,adv,-
arca,n,f
cazar aves,v,-
musaraña de máscara,n,f
dividir por dos,v,-
kitch,n,f
declaración incorrecta,n,f
orden Marsupialia,n,f
teatral,adj,-
puritano,adj,-
estilo,n,f
goma buna,n,f
cítrico,adj,-
padre,n,f
amenazador,n,f
lo sabroso,n,f
terapéutico,adj,-
ribosoma,n,f
estima,n,f
carroñero,n,f
músculo flexor,n,f
golosina,n,f
parentezco sanguíneo,n,f
gabonés,adj,-
Edmund Cartwright,n,f
afecto,n,f
banquisa,n,f
horrible,adj,-
progresión,n,f
presa fácil,n,f
hiosciamina,n,f
atajar,v,-
transudado,n,f
Muscicapidae,n,f
arrasar,v,-
glándula tiroides,n,f
a la inglesa,adv,-
defensividad,n,f
jurista,n,f
phlox,n,f
actuador,n,f
recriminable,adj,-
calderero,n,f
familia asfodeláceas,n,f
desigualmente,adv,-
juramento,n,f
contribuyente,n,f
arar,v,-
timón de profundidad,n,f
aporrear,v,-
mensáfono,n,f
agresivo,adj,-
botella de ketchup,n,f
profanidad,n,f
engreimiento,n,f
corvus monedula,n,f
Membracidae,n,f
abomaso,n,f
fotógrafo,n,f
considerable,adj,-
ballena de Groenlandia,n,f
dacrydium cupressinum,n,f
pampa,n,f
abductor del pulgar,n,f
familia Corixidae,n,f
negro,adj,-
vasto,adj,-
Pyrausta Nubilalis,n,f
fútbol americano,n,f
zambia,n,f
cajita,n,f
linguística descriptiva,n,f
maidu,n,f
Parascalops,n,f
familia Canidae,n,f
dacelo,n,f
raza caucásica,n,f
preservativo,n,m
puchero,n,f
rizo,n,f
género suillus,n,f
J. Edgar Hoover,n,f
familia Fissurellidae,n,f
Interventor Monetario,n,f
angiogénesis,n,f
grave,adj,-
finlandia,n,f
tortuosidad,n,f
familia Branchiostomidae,n,f
litófita,n,f
adelantar,v,-
hacer un paralelo,v,-
poesía,n,f
Celsius,n,f
Adi Granth,n,f
atosigador,n,f
Saussure,n,f
gravy,n,f
tubo de lámpara,n,f
familia Hipposideridae,n,f
llamada de teléfono,n,f
enciclopedia,n,f
panqueque de alforfón,n,f
anexar,v,-
abásico,adj,-
prerrogativa,n,f
hacer una incisión,v,-
psoriasis,n,f
brújula,n,f
Alexandre Dumas,n,f
unidad monetaria surinamita,n,f
injusto,adj,-
displástico,adj,-
fusil Garand,n,f
caucho butílico,n,f
seguro sanitario,n,f
Aimee Semple McPherson,n,f
voltaje,n,f
negra,n,f
registrar,v,-
revertir,v,-
peonza,n,f
sexualidad,n,f
matasellos,n,f
divergencia,n,f
presumiblemente,adv,-
amnesia,n,f
mente,v,-
menta,n,f
trazar un mapa,v,-
Honiara,n,f
desahucio,n,f
farfalle,n,f
autor de glosarios,n,f
gin rickey,n,f
collembola,n,f
sacarse la espina,v,-
cuidados amorosos,n,f
canoa con batanga,n,f
rimu,n,f
propagar,v,-
vocablo,n,m
carril,n,f
polisintético,adj,-
anomia,n,f
Clemente VII,n,f
animar,v,-
buenos,?,-
contraatacar,v,-
andrógino,adj,-
morenez,n,f
razonamiento,n,f
ring,n,f
minueto,n,f
Hans Holbein,n,f
giardiasis,n,f
chiqüelo,n,f
parque nacional,n,f
antialiasing,n,f
andar a pie,v,-
jadeíta,n,f
psicométrico,adj,-
Des Moines,n,f
tramitación,n,f
aldea,n,f
pasar información,v,-
carromato de provisiones,n,f
megachiroptera,n,f
rendija,n,f
Franklin Delano Roosevelt,n,f
cuaderno,n,m
resistencia física,n,f
remitente,n,f
consecuencia,n,f
Poncio Pilato,n,f
cojín,n,f
moler,v,-
reloj digital,n,f
género anogramma,n,f
estremecimiento,n,f
aceite de ballena,n,f
cántico litúrgico,n,f
llamativamente,adv,-
padecer,v,-
pudendo,adj,-
aria,n,f
proliferar,v,-
Marco Alemán,n,f
punto y coma,n,f
bassia,n,f
género Chaetodon,n,f
cianohidrina,n,f
Selva Negra,n,f
activación,n,f
género Stizostedion,n,f
fiyi,?,-
extrasistólico,adj,-
lenguaje de máquina,n,f
inverso,adj,-
similar,adj,-
cyberpunk,n,f
Sax,n,f
endecágono,n,f
neozelandés,n,f
trigo bulgur,n,f
consulado,n,f
colación,n,f
carcamal,n,f
Beverly Hills,n,f
república,n,f
reír,v,-
kolkwitzia,n,f
subfamilia Petauristidae,n,f
troglodita,n,f
Thomas Jefferson,n,f
grimorio,n,f
alfombra,n,f
Edward White,n,f
declaración de principios,n,f
frecuentemente,adv,-
Triángulo de las Bermudas,n,f
gravitacionalmente,adv,-
lucioperca americana,n,f
paspalum,n,f
Potamogale Volex,n,f
venera,n,f
pérdida de conciencia,n,f
servicio,n,m
doncella arcoiris,n,f
familia Lygaeidae,n,f
familia Chelonidae,n,f
geoda,n,f
sartorial,adj,-
William Cowper,n,f
capar un gallo,v,-
taracea,n,f
tiranizar,v,-
crestomatía,n,f
puntuación del boliche,n,f
analista petrolero,n,f
escritura de renuncia,n,f
vehiculo regador,n,f
Callisaurus,n,f
jumentoso,adj,-
geometría plana,n,f
arma,n,f
fumador de hachís,n,f
escondrijos,n,f
familia Veneridae,n,f
urdir,v,-
abombar,v,-
callar,v,-
periodismo fotográfico,n,f
manufactura,n,f
enomiel,n,f
víctima,n,f
risa,n,f
divergir,v,-
sofía,?,-
nutricional,adj,-
labializar,v,-
Jens Otto Harry Jespersen,n,f
Robert Graves,n,f
alternancia,n,f
género Limnocryptes,n,f
heroinomanía,n,f
género Blaberus,n,f
rito,n,f
pérdida del autocontrol,n,f
Phasmatidae,n,f
Orchestia,n,f
hydrilla,n,f
cojón,n,m
cazar con hurones,v,-
riguroso,adj,-
creencia,n,f
malgastar,v,-
anapesto,n,f
lingüístico,adj,-
género de bacterias,n,f
vestibular,adj,-
head crash,n,f
Thomas Malory,n,f
Katherine Mansfield,n,f
queja constante,n,f
riff,n,f
filárido,adj,-
llave de cadena,n,f
ardilla roja norteamericana,n,f
coalición,n,f
mantelería,n,f
co-piloto,n,f
arte,n,f
género ceratopteris,n,f
Santa Gertrudis,n,f
garzón,n,m
George Westinghouse,n,f
mixobacteria,n,f
pronóstico,n,f
novillo castrado,n,f
lista preferente,n,f
lipograma,n,f
cota de malla,n,f
sin enviar,adj,-
yodo,n,m
habilitante,adj,-
explicable,adj,-
Pyralis,n,f
servicio de electricidad,n,f
Aflaxen,n,f
no agresión,n,f
Evangelista Torricelli,n,f
mecánico de taller,n,f
minero de dragado,n,f
riel,n,f
satisfacer,v,-
Anguis,n,f
legislador,n,f
confín,n,f
género Bombycilla,n,f
bastar,v,-
nunca,adv,-
larvario,adj,-
sistema de seguridad,n,f
grupo carbonilo,n,f
reciclaje,n,f
biela,n,f
lasaña,n,f
epizoario,adj,-
fiar,v,-
hygrophorus marzuolus,n,f
gélido,adj,-
familia Phillidae,n,f
abrasión,n,f
estupideces,n,f
Limulus,n,f
balance final,n,f
repercutir,v,-
Internet Explorer,n,f
dilapidador,n,f
bivalvo,n,f
género Pongo,n,f
conocerse,v,-
anís,n,f
Albee,n,f
deambular,v,-
ir a dormir,v,-
fremontodendron,n,f
Adlai Stevenson,n,f
rift,n,f
hospedar,v,-
genio,n,f
tesis doctoral,n,f
grama,n,f
sphyraena,n,f
invertidor,n,f
detención ilegal,n,f
eximir,v,-
hediondez,n,f
fusil automático,n,f
John Anthony Ciardi,n,f
yoga,n,m
gramo,n,f
Gibbs,n,f
género Stenotomus,n,f
dar ventaja,v,-
conciliación,n,f
sello de aprobación,n,f
bruja,n,f
modificar,v,-
forma gausiana,n,f
familia Bacillaceae,n,f
proximal,adj,-
familia Timaliidae,n,f
hacina de heno,n,f
heterócero,n,f
galax,n,f
insignificancia,n,f
martinete colorado,n,f
galas,n,f
colectividad,n,f
Ensis,n,f
coffea,n,f
Ariadna,n,f
super peso pesado,n,f
autodestruirse,v,-
familia Indicatoridae,n,f
reforma,n,f
eosinófilo,n,f
Vanua Levu,n,f
helianthus annuus,n,f
ferrimagnetismo,n,f
Waller,n,f
brujo,n,f
negar,v,-
Lampris,n,f
comodidad,n,f
familia Sulidae,n,f
Lampridae,n,f
alces,n,f
ejecutivo,adj,-
calculista,n,f
Inanna,n,f
Arctocephalus,n,f
celecoxib,n,f
palpitación,n,f
modulación,n,f
superconductividad,n,f
remar con pala,v,-
autonómico,adj,-
cucha,n,f
Delphinidae,n,f
género Notomys,n,f
abatir,v,-
fiel,adj,-
animal,n,m
abatis,n,f
indispensable,adj,-
aborrecimiento,n,f
exudar,v,-
mangar,v,-
convidar,v,-
olfativo,adj,-
bruma,n,f
Cancer,n,f
área,n,f
mohín,n,f
Rembrandt Van Ryn,n,f
William Bradford,n,f
de lana,adj,-
explanans,n,f
desaprobar,v,-
arum,n,f
premenopausico,adj,-
James Naismith,n,f
parentezco,n,f
congregarse,v,-
ingresos por tributación,n,f
carpintería,n,f
dillenia,n,f
soldado montado,n,f
agricultor,n,f
apagar,v,-
sinónimo,adj,-
abeja italiana,n,f
volver a jugar,v,-
viejito,?,-
ponche de huevo,n,f
gales,?,-
afinador de órganos,n,f
teredos,n,f
exceder en coraje,v,-
cacharro,n,f
Megadermatidae,n,f
aducto,n,f
gráficamente,adv,-
Ringgold Wilmer Lardner,n,f
manosear,v,-
botones,v,-
urodelos,n,f
fila,n,f
panceta,n,f
deslucir,v,-
lepidocybium flavobrunneum,n,f
legislación,n,f
yeyunitis,n,f
Serinus,n,f
epárquico,adj,-
americano,adj,-
fijo,adj,-
concupiscencia,n,f
langur,n,f
edificio agrícola,n,f
